Agencia;dia;categoria;Senhas atendimento;time;Até 5 min. de espera;5 a 10 min. de espera;10 a 15 min. de espera;15 a 20 min. de espera;20 a 30 min. de espera;30 a 40 min. de espera;40 a 50 min. de espera;Acima de 50 min. de espera
Cosmópolis;24/03/2023;3 - A - CAIXA ;18;00:00:57;18;0;0;0;0;0;0;0
Cosmópolis;24/03/2023;4 - B - CAIXA PREFERENCIAL;1;00:02:21;1;0;0;0;0;0;0;0
Cosmópolis;24/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:16;1;0;0;0;0;0;0;0
Cosmópolis;27/03/2023;3 - A - CAIXA ;18;00:00:59;17;1;0;0;0;0;0;0
Cosmópolis;27/03/2023;4 - B - CAIXA PREFERENCIAL;4;00:00:37;4;0;0;0;0;0;0;0
Cosmópolis;27/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:13;1;0;0;0;0;0;0;0
Cosmópolis;28/03/2023;3 - A - CAIXA ;15;00:02:23;12;2;1;0;0;0;0;0
Cosmópolis;28/03/2023;4 - B - CAIXA PREFERENCIAL;4;00:03:57;3;0;1;0;0;0;0;0
Cosmópolis;29/03/2023;3 - A - CAIXA ;7;00:01:01;7;0;0;0;0;0;0;0
Cosmópolis;29/03/2023;4 - B - CAIXA PREFERENCIAL;6;00:03:03;5;0;1;0;0;0;0;0
Cosmópolis;29/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:01:11;1;0;0;0;0;0;0;0
Cosmópolis;30/03/2023;3 - A - CAIXA ;15;00:02:59;11;2;2;0;0;0;0;0
Cosmópolis;30/03/2023;4 - B - CAIXA PREFERENCIAL;8;00:01:01;8;0;0;0;0;0;0;0
Cosmópolis;31/03/2023;3 - A - CAIXA ;16;00:01:29;15;1;0;0;0;0;0;0
Cosmópolis;31/03/2023;4 - B - CAIXA PREFERENCIAL;6;00:01:13;6;0;0;0;0;0;0;0
Cosmópolis;31/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:00:52;2;0;0;0;0;0;0;0
Cosmópolis;03/04/2023;3 - A - CAIXA ;21;00:02:32;17;3;1;0;0;0;0;0
Cosmópolis;03/04/2023;4 - B - CAIXA PREFERENCIAL;9;00:01:58;8;0;1;0;0;0;0;0
Cosmópolis;03/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;4;00:02:00;3;1;0;0;0;0;0;0
Cosmópolis;04/04/2023;3 - A - CAIXA ;12;00:01:22;12;0;0;0;0;0;0;0
Cosmópolis;04/04/2023;4 - B - CAIXA PREFERENCIAL;9;00:01:03;9;0;0;0;0;0;0;0
Cosmópolis;04/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:01:07;1;0;0;0;0;0;0;0
Cosmópolis;05/04/2023;3 - A - CAIXA ;20;00:01:00;20;0;0;0;0;0;0;0
Cosmópolis;05/04/2023;4 - B - CAIXA PREFERENCIAL;12;00:02:44;10;2;0;0;0;0;0;0
Cosmópolis;06/04/2023;3 - A - CAIXA ;22;00:02:57;17;5;0;0;0;0;0;0
Cosmópolis;06/04/2023;4 - B - CAIXA PREFERENCIAL;5;00:00:53;5;0;0;0;0;0;0;0
Cosmópolis;06/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:07;1;0;0;0;0;0;0;0
Cosmópolis;10/04/2023;3 - A - CAIXA ;22;00:01:38;20;2;0;0;0;0;0;0
Cosmópolis;10/04/2023;4 - B - CAIXA PREFERENCIAL;11;00:02:41;8;3;0;0;0;0;0;0
Cosmópolis;10/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:03:06;2;0;0;0;0;0;0;0
Cosmópolis;11/04/2023;3 - A - CAIXA ;12;00:02:57;11;0;0;1;0;0;0;0
Cosmópolis;11/04/2023;4 - B - CAIXA PREFERENCIAL;5;00:04:16;4;0;0;1;0;0;0;0
Cosmópolis;12/04/2023;3 - A - CAIXA ;18;00:03:15;14;2;2;0;0;0;0;0
Cosmópolis;12/04/2023;4 - B - CAIXA PREFERENCIAL;8;00:01:18;8;0;0;0;0;0;0;0
Cosmópolis;12/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:40;1;0;0;0;0;0;0;0
Cosmópolis;13/04/2023;3 - A - CAIXA ;11;00:01:00;11;0;0;0;0;0;0;0
Cosmópolis;13/04/2023;4 - B - CAIXA PREFERENCIAL;3;00:00:44;3;0;0;0;0;0;0;0
Cosmópolis;13/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:03;1;0;0;0;0;0;0;0
Cosmópolis;14/04/2023;3 - A - CAIXA ;16;00:02:27;13;3;0;0;0;0;0;0
Cosmópolis;14/04/2023;4 - B - CAIXA PREFERENCIAL;5;00:03:12;4;1;0;0;0;0;0;0
Cosmópolis;14/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:18;1;0;0;0;0;0;0;0
Cosmópolis;17/04/2023;3 - A - CAIXA ;10;00:04:22;6;2;2;0;0;0;0;0
Cosmópolis;17/04/2023;4 - B - CAIXA PREFERENCIAL;5;00:00:46;5;0;0;0;0;0;0;0
Cosmópolis;18/04/2023;3 - A - CAIXA ;13;00:04:31;9;2;1;1;0;0;0;0
Cosmópolis;18/04/2023;4 - B - CAIXA PREFERENCIAL;5;00:03:02;4;1;0;0;0;0;0;0
Cosmópolis;19/04/2023;3 - A - CAIXA ;13;00:01:18;13;0;0;0;0;0;0;0
Cosmópolis;19/04/2023;4 - B - CAIXA PREFERENCIAL;2;00:00:36;2;0;0;0;0;0;0;0
Cosmópolis;20/04/2023;3 - A - CAIXA ;18;00:02:27;15;3;0;0;0;0;0;0
Cosmópolis;20/04/2023;4 - B - CAIXA PREFERENCIAL;9;00:02:04;8;1;0;0;0;0;0;0
Cosmópolis;20/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:01:45;2;0;0;0;0;0;0;0
Cosmópolis;24/04/2023;3 - A - CAIXA ;24;00:05:32;12;6;5;1;0;0;0;0
Cosmópolis;24/04/2023;4 - B - CAIXA PREFERENCIAL;9;00:05:25;5;3;0;0;1;0;0;0
Cosmópolis;25/04/2023;3 - A - CAIXA ;12;00:02:32;11;0;1;0;0;0;0;0
Cosmópolis;25/04/2023;4 - B - CAIXA PREFERENCIAL;11;00:03:44;9;1;0;1;0;0;0;0
Cosmópolis;25/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;3;00:03:37;2;1;0;0;0;0;0;0
Cosmópolis;26/04/2023;3 - A - CAIXA ;12;00:00:25;12;0;0;0;0;0;0;0
Cosmópolis;26/04/2023;4 - B - CAIXA PREFERENCIAL;5;00:01:05;5;0;0;0;0;0;0;0
Cosmópolis;26/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:34;1;0;0;0;0;0;0;0
Cosmópolis;27/04/2023;3 - A - CAIXA ;19;00:02:08;17;2;0;0;0;0;0;0
Cosmópolis;27/04/2023;4 - B - CAIXA PREFERENCIAL;5;00:00:24;5;0;0;0;0;0;0;0
Cosmópolis;28/04/2023;3 - A - CAIXA ;20;00:02:15;15;5;0;0;0;0;0;0
Cosmópolis;28/04/2023;4 - B - CAIXA PREFERENCIAL;6;00:01:28;6;0;0;0;0;0;0;0
Cosmópolis;28/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;3;00:00:51;3;0;0;0;0;0;0;0
Cosmópolis;02/05/2023;3 - A - CAIXA ;26;00:02:30;23;2;1;0;0;0;0;0
Cosmópolis;02/05/2023;4 - B - CAIXA PREFERENCIAL;9;00:02:41;7;2;0;0;0;0;0;0
Cosmópolis;02/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:00:45;2;0;0;0;0;0;0;0
Cosmópolis;03/05/2023;3 - A - CAIXA ;22;00:03:21;16;4;1;1;0;0;0;0
Cosmópolis;03/05/2023;4 - B - CAIXA PREFERENCIAL;14;00:03:40;11;2;1;0;0;0;0;0
Cosmópolis;03/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:15:28;0;0;0;1;0;0;0;0
Cosmópolis;04/05/2023;3 - A - CAIXA ;16;00:01:37;15;1;0;0;0;0;0;0
Cosmópolis;04/05/2023;4 - B - CAIXA PREFERENCIAL;9;00:00:40;9;0;0;0;0;0;0;0
Cosmópolis;05/05/2023;3 - A - CAIXA ;13;00:01:28;13;0;0;0;0;0;0;0
Cosmópolis;05/05/2023;4 - B - CAIXA PREFERENCIAL;7;00:00:45;7;0;0;0;0;0;0;0
Cosmópolis;05/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;3;00:00:22;3;0;0;0;0;0;0;0
Cosmópolis;08/05/2023;3 - A - CAIXA ;16;00:05:16;11;2;1;2;0;0;0;0
Cosmópolis;08/05/2023;4 - B - CAIXA PREFERENCIAL;18;00:02:02;17;1;0;0;0;0;0;0
Cosmópolis;08/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:02:36;2;0;0;0;0;0;0;0
Cosmópolis;09/05/2023;3 - A - CAIXA ;20;00:06:25;11;5;1;2;1;0;0;0
Cosmópolis;09/05/2023;4 - B - CAIXA PREFERENCIAL;7;00:00:55;7;0;0;0;0;0;0;0
Cosmópolis;09/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:01:41;2;0;0;0;0;0;0;0
Cosmópolis;10/05/2023;3 - A - CAIXA ;16;00:02:21;13;3;0;0;0;0;0;0
Cosmópolis;10/05/2023;4 - B - CAIXA PREFERENCIAL;8;00:01:50;7;1;0;0;0;0;0;0
Cosmópolis;11/05/2023;3 - A - CAIXA ;16;00:03:22;13;1;1;1;0;0;0;0
Cosmópolis;11/05/2023;4 - B - CAIXA PREFERENCIAL;4;00:02:55;3;1;0;0;0;0;0;0
Cosmópolis;11/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:09:09;1;0;0;1;0;0;0;0
Cosmópolis;12/05/2023;3 - A - CAIXA ;16;00:03:30;10;6;0;0;0;0;0;0
Cosmópolis;12/05/2023;4 - B - CAIXA PREFERENCIAL;8;00:02:20;7;1;0;0;0;0;0;0
Cosmópolis;12/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:22;1;0;0;0;0;0;0;0
Cosmópolis;15/05/2023;3 - A - CAIXA ;21;00:01:49;18;3;0;0;0;0;0;0
Cosmópolis;15/05/2023;4 - B - CAIXA PREFERENCIAL;6;00:01:36;6;0;0;0;0;0;0;0
Cosmópolis;15/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:02:07;1;0;0;0;0;0;0;0
Cosmópolis;16/05/2023;3 - A - CAIXA ;14;00:01:42;12;2;0;0;0;0;0;0
Cosmópolis;16/05/2023;4 - B - CAIXA PREFERENCIAL;5;00:03:19;4;0;1;0;0;0;0;0
Cosmópolis;17/05/2023;3 - A - CAIXA ;12;00:00:25;12;0;0;0;0;0;0;0
Cosmópolis;17/05/2023;4 - B - CAIXA PREFERENCIAL;3;00:00:49;3;0;0;0;0;0;0;0
Cosmópolis;18/05/2023;3 - A - CAIXA ;15;00:04:28;10;3;1;0;1;0;0;0
Cosmópolis;18/05/2023;4 - B - CAIXA PREFERENCIAL;2;00:12:17;1;0;0;0;1;0;0;0
Cosmópolis;18/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:00:04;2;0;0;0;0;0;0;0
Cosmópolis;19/05/2023;3 - A - CAIXA ;20;00:04:47;14;3;1;1;1;0;0;0
Cosmópolis;19/05/2023;4 - B - CAIXA PREFERENCIAL;7;00:05:00;4;2;1;0;0;0;0;0
Cosmópolis;22/05/2023;3 - A - CAIXA ;16;00:03:45;11;3;1;1;0;0;0;0
Cosmópolis;22/05/2023;4 - B - CAIXA PREFERENCIAL;2;00:01:20;2;0;0;0;0;0;0;0
Cosmópolis;22/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:18;1;0;0;0;0;0;0;0
Cosmópolis;23/05/2023;3 - A - CAIXA ;14;00:02:36;13;0;1;0;0;0;0;0
Cosmópolis;23/05/2023;4 - B - CAIXA PREFERENCIAL;2;00:01:46;2;0;0;0;0;0;0;0
Cosmópolis;24/05/2023;3 - A - CAIXA ;12;00:01:40;10;2;0;0;0;0;0;0
Cosmópolis;24/05/2023;4 - B - CAIXA PREFERENCIAL;3;00:01:02;3;0;0;0;0;0;0;0
Cosmópolis;24/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:04:01;1;0;0;0;0;0;0;0
Cosmópolis;25/05/2023;3 - A - CAIXA ;17;00:01:19;16;0;1;0;0;0;0;0
Cosmópolis;25/05/2023;4 - B - CAIXA PREFERENCIAL;3;00:01:38;3;0;0;0;0;0;0;0
Cosmópolis;25/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:05:22;0;1;0;0;0;0;0;0
Cosmópolis;26/05/2023;3 - A - CAIXA ;13;00:02:42;11;1;1;0;0;0;0;0
Cosmópolis;26/05/2023;4 - B - CAIXA PREFERENCIAL;8;00:05:35;6;0;0;2;0;0;0;0
Cosmópolis;29/05/2023;3 - A - CAIXA ;24;00:06:00;17;0;3;0;4;0;0;0
Cosmópolis;29/05/2023;4 - B - CAIXA PREFERENCIAL;12;00:07:52;5;2;4;0;1;0;0;0
Cosmópolis;30/05/2023;3 - A - CAIXA ;16;00:01:09;15;1;0;0;0;0;0;0
Cosmópolis;30/05/2023;4 - B - CAIXA PREFERENCIAL;9;00:01:38;9;0;0;0;0;0;0;0
Cosmópolis;31/05/2023;3 - A - CAIXA ;16;00:01:46;15;1;0;0;0;0;0;0
Cosmópolis;31/05/2023;4 - B - CAIXA PREFERENCIAL;7;00:01:08;7;0;0;0;0;0;0;0
Rio Claro;02/01/2023;3 - A - CAIXA ;24;00:07:34;13;4;3;2;2;0;0;0
Rio Claro;02/01/2023;4 - B - CAIXA PREFERENCIAL;3;00:01:40;3;0;0;0;0;0;0;0
Rio Claro;03/01/2023;3 - A - CAIXA ;22;00:05:45;15;2;2;2;1;0;0;0
Rio Claro;03/01/2023;4 - B - CAIXA PREFERENCIAL;6;00:08:34;3;1;0;1;1;0;0;0
Rio Claro;04/01/2023;3 - A - CAIXA ;18;00:06:05;12;0;3;3;0;0;0;0
Rio Claro;04/01/2023;4 - B - CAIXA PREFERENCIAL;9;00:13:36;4;1;0;2;1;0;1;0
Rio Claro;05/01/2023;3 - A - CAIXA ;27;00:07:02;13;6;7;1;0;0;0;0
Rio Claro;05/01/2023;4 - B - CAIXA PREFERENCIAL;5;00:04:46;3;2;0;0;0;0;0;0
Rio Claro;06/01/2023;3 - A - CAIXA ;44;00:07:54;19;12;9;1;2;1;0;0
Rio Claro;06/01/2023;4 - B - CAIXA PREFERENCIAL;10;00:03:08;7;3;0;0;0;0;0;0
Rio Claro;09/01/2023;3 - A - CAIXA ;33;00:07:19;15;8;7;3;0;0;0;0
Rio Claro;09/01/2023;4 - B - CAIXA PREFERENCIAL;12;00:04:17;6;5;1;0;0;0;0;0
Rio Claro;10/01/2023;3 - A - CAIXA ;31;00:13:30;7;6;3;5;10;0;0;0
Rio Claro;10/01/2023;4 - B - CAIXA PREFERENCIAL;12;00:08:34;6;2;2;0;2;0;0;0
Rio Claro;11/01/2023;3 - A - CAIXA ;35;00:04:20;23;10;1;1;0;0;0;0
Rio Claro;11/01/2023;4 - B - CAIXA PREFERENCIAL;5;00:02:58;4;1;0;0;0;0;0;0
Rio Claro;12/01/2023;3 - A - CAIXA ;20;00:03:00;16;3;1;0;0;0;0;0
Rio Claro;12/01/2023;4 - B - CAIXA PREFERENCIAL;9;00:05:39;5;0;4;0;0;0;0;0
Rio Claro;12/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:12;1;0;0;0;0;0;0;0
Rio Claro;13/01/2023;3 - A - CAIXA ;24;00:05:15;16;4;0;4;0;0;0;0
Rio Claro;13/01/2023;4 - B - CAIXA PREFERENCIAL;2;00:10:34;1;0;0;1;0;0;0;0
Rio Claro;16/01/2023;3 - A - CAIXA ;38;00:05:52;18;13;5;2;0;0;0;0
Rio Claro;16/01/2023;4 - B - CAIXA PREFERENCIAL;10;00:03:47;7;2;1;0;0;0;0;0
Rio Claro;16/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:02:37;1;0;0;0;0;0;0;0
Rio Claro;17/01/2023;3 - A - CAIXA ;20;00:06:54;11;4;1;3;1;0;0;0
Rio Claro;17/01/2023;4 - B - CAIXA PREFERENCIAL;7;00:03:12;5;2;0;0;0;0;0;0
Rio Claro;17/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:19;1;0;0;0;0;0;0;0
Rio Claro;18/01/2023;3 - A - CAIXA ;26;00:03:10;22;3;0;0;1;0;0;0
Rio Claro;18/01/2023;4 - B - CAIXA PREFERENCIAL;5;00:02:00;4;1;0;0;0;0;0;0
Rio Claro;19/01/2023;3 - A - CAIXA ;27;00:03:02;20;5;2;0;0;0;0;0
Rio Claro;19/01/2023;4 - B - CAIXA PREFERENCIAL;4;00:01:33;4;0;0;0;0;0;0;0
Rio Claro;20/01/2023;3 - A - CAIXA ;38;00:06:16;24;4;3;3;4;0;0;0
Rio Claro;20/01/2023;4 - B - CAIXA PREFERENCIAL;9;00:04:31;6;1;2;0;0;0;0;0
Rio Claro;20/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:02:10;1;0;0;0;0;0;0;0
Rio Claro;23/01/2023;3 - A - CAIXA ;34;00:03:07;26;7;0;1;0;0;0;0
Rio Claro;23/01/2023;4 - B - CAIXA PREFERENCIAL;5;00:01:19;5;0;0;0;0;0;0;0
Rio Claro;24/01/2023;3 - A - CAIXA ;22;00:03:43;16;4;2;0;0;0;0;0
Rio Claro;24/01/2023;4 - B - CAIXA PREFERENCIAL;7;00:02:15;7;0;0;0;0;0;0;0
Rio Claro;25/01/2023;3 - A - CAIXA ;28;00:02:50;22;6;0;0;0;0;0;0
Rio Claro;25/01/2023;4 - B - CAIXA PREFERENCIAL;4;00:02:41;3;1;0;0;0;0;0;0
Rio Claro;25/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:22;1;0;0;0;0;0;0;0
Rio Claro;26/01/2023;3 - A - CAIXA ;17;00:03:15;12;4;1;0;0;0;0;0
Rio Claro;26/01/2023;4 - B - CAIXA PREFERENCIAL;3;00:01:31;3;0;0;0;0;0;0;0
Rio Claro;27/01/2023;3 - A - CAIXA ;19;00:02:49;15;4;0;0;0;0;0;0
Rio Claro;27/01/2023;4 - B - CAIXA PREFERENCIAL;4;00:00:59;4;0;0;0;0;0;0;0
Rio Claro;30/01/2023;3 - A - CAIXA ;19;00:04:16;12;6;0;1;0;0;0;0
Rio Claro;30/01/2023;4 - B - CAIXA PREFERENCIAL;3;00:01:04;3;0;0;0;0;0;0;0
Rio Claro;30/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;0;00:00:00;0;0;0;0;0;0;0;0
Rio Claro;31/01/2023;3 - A - CAIXA ;21;00:02:41;19;1;1;0;0;0;0;0
Rio Claro;31/01/2023;4 - B - CAIXA PREFERENCIAL;6;00:02:55;5;1;0;0;0;0;0;0
Rio Claro;01/02/2023;3 - A - CAIXA ;24;00:03:22;19;4;1;0;0;0;0;0
Rio Claro;01/02/2023;4 - B - CAIXA PREFERENCIAL;10;00:02:43;8;2;0;0;0;0;0;0
Rio Claro;02/02/2023;3 - A - CAIXA ;8;00:03:14;6;2;0;0;0;0;0;0
Rio Claro;02/02/2023;4 - B - CAIXA PREFERENCIAL;5;00:01:12;5;0;0;0;0;0;0;0
Rio Claro;03/02/2023;3 - A - CAIXA ;29;00:07:38;11;8;7;1;2;0;0;0
Rio Claro;03/02/2023;4 - B - CAIXA PREFERENCIAL;8;00:02:15;8;0;0;0;0;0;0;0
Rio Claro;06/02/2023;3 - A - CAIXA ;33;00:04:58;19;11;0;3;0;0;0;0
Rio Claro;06/02/2023;4 - B - CAIXA PREFERENCIAL;7;00:04:35;5;1;1;0;0;0;0;0
Rio Claro;06/02/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;0;00:00:00;0;0;0;0;0;0;0;0
Rio Claro;07/02/2023;3 - A - CAIXA ;22;00:04:03;17;1;3;1;0;0;0;0
Rio Claro;07/02/2023;4 - B - CAIXA PREFERENCIAL;11;00:04:19;8;2;1;0;0;0;0;0
Rio Claro;07/02/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:00:52;2;0;0;0;0;0;0;0
Rio Claro;08/02/2023;3 - A - CAIXA ;26;00:05:58;15;6;3;2;0;0;0;0
Rio Claro;08/02/2023;4 - B - CAIXA PREFERENCIAL;10;00:05:43;6;2;1;1;0;0;0;0
Rio Claro;09/02/2023;3 - A - CAIXA ;20;00:03:04;17;2;1;0;0;0;0;0
Rio Claro;09/02/2023;4 - B - CAIXA PREFERENCIAL;8;00:02:57;7;0;1;0;0;0;0;0
Rio Claro;10/02/2023;3 - A - CAIXA ;29;00:03:59;20;8;1;0;0;0;0;0
Rio Claro;10/02/2023;4 - B - CAIXA PREFERENCIAL;11;00:04:37;7;2;2;0;0;0;0;0
Rio Claro;13/02/2023;3 - A - CAIXA ;34;00:15:19;3;11;2;8;8;2;0;0
Rio Claro;13/02/2023;4 - B - CAIXA PREFERENCIAL;10;00:07:49;5;2;1;0;2;0;0;0
Rio Claro;14/02/2023;3 - A - CAIXA ;15;00:07:02;8;3;0;4;0;0;0;0
Rio Claro;14/02/2023;4 - B - CAIXA PREFERENCIAL;8;00:09:04;4;1;2;0;0;1;0;0
Rio Claro;14/02/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:02:34;2;0;0;0;0;0;0;0
Rio Claro;15/02/2023;3 - A - CAIXA ;19;00:09:58;8;2;4;3;2;0;0;0
Rio Claro;15/02/2023;4 - B - CAIXA PREFERENCIAL;13;00:08:30;6;2;3;1;1;0;0;0
Rio Claro;15/02/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:02:01;1;0;0;0;0;0;0;0
Rio Claro;16/02/2023;3 - A - CAIXA ;25;00:08:30;12;3;3;5;2;0;0;0
Rio Claro;16/02/2023;4 - B - CAIXA PREFERENCIAL;2;00:06:20;1;1;0;0;0;0;0;0
Rio Claro;17/02/2023;3 - A - CAIXA ;40;00:09:24;12;11;5;11;1;0;0;0
Rio Claro;17/02/2023;4 - B - CAIXA PREFERENCIAL;7;00:02:21;7;0;0;0;0;0;0;0
Rio Claro;22/02/2023;3 - A - CAIXA ;26;00:11:53;6;2;7;11;0;0;0;0
Rio Claro;22/02/2023;4 - B - CAIXA PREFERENCIAL;5;00:03:42;3;2;0;0;0;0;0;0
Rio Claro;23/02/2023;3 - A - CAIXA ;29;00:08:13;16;4;3;1;5;0;0;0
Rio Claro;23/02/2023;4 - B - CAIXA PREFERENCIAL;10;00:10:00;5;1;1;1;1;1;0;0
Rio Claro;24/02/2023;3 - A - CAIXA ;19;00:05:18;12;3;3;0;1;0;0;0
Rio Claro;24/02/2023;4 - B - CAIXA PREFERENCIAL;4;00:04:42;3;0;1;0;0;0;0;0
Rio Claro;24/02/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:01:35;2;0;0;0;0;0;0;0
Rio Claro;27/02/2023;3 - A - CAIXA ;27;00:05:50;15;6;5;1;0;0;0;0
Rio Claro;27/02/2023;4 - B - CAIXA PREFERENCIAL;8;00:05:16;3;4;1;0;0;0;0;0
Rio Claro;28/02/2023;3 - A - CAIXA ;36;00:07:31;14;10;8;3;1;0;0;0
Rio Claro;28/02/2023;4 - B - CAIXA PREFERENCIAL;10;00:04:12;6;4;0;0;0;0;0;0
Rio Claro;28/02/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:31;1;0;0;0;0;0;0;0
Rio Claro;01/03/2023;3 - A - CAIXA ;22;00:03:36;15;6;1;0;0;0;0;0
Rio Claro;01/03/2023;4 - B - CAIXA PREFERENCIAL;5;00:01:51;4;1;0;0;0;0;0;0
Rio Claro;02/03/2023;3 - A - CAIXA ;18;00:04:06;12;3;3;0;0;0;0;0
Rio Claro;02/03/2023;4 - B - CAIXA PREFERENCIAL;6;00:01:27;6;0;0;0;0;0;0;0
Rio Claro;03/03/2023;3 - A - CAIXA ;28;00:08:53;12;5;5;3;3;0;0;0
Rio Claro;03/03/2023;4 - B - CAIXA PREFERENCIAL;11;00:03:37;8;3;0;0;0;0;0;0
Rio Claro;06/03/2023;3 - A - CAIXA ;24;00:03:12;19;5;0;0;0;0;0;0
Rio Claro;06/03/2023;4 - B - CAIXA PREFERENCIAL;14;00:05:14;9;3;1;1;0;0;0;0
Rio Claro;07/03/2023;3 - A - CAIXA ;28;00:08:51;10;8;4;3;3;0;0;0
Rio Claro;07/03/2023;4 - B - CAIXA PREFERENCIAL;10;00:05:13;7;1;2;0;0;0;0;0
Rio Claro;07/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:09:37;0;1;0;0;0;0;0;0
Rio Claro;08/03/2023;3 - A - CAIXA ;24;00:06:02;14;5;3;1;1;0;0;0
Rio Claro;08/03/2023;4 - B - CAIXA PREFERENCIAL;9;00:05:01;5;2;1;1;0;0;0;0
Rio Claro;08/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:06:39;0;1;0;0;0;0;0;0
Rio Claro;09/03/2023;3 - A - CAIXA ;24;00:07:50;9;7;3;5;0;0;0;0
Rio Claro;09/03/2023;4 - B - CAIXA PREFERENCIAL;12;00:04:08;7;5;0;0;0;0;0;0
Rio Claro;10/03/2023;3 - A - CAIXA ;27;00:06:47;12;8;5;2;0;0;0;0
Rio Claro;10/03/2023;4 - B - CAIXA PREFERENCIAL;15;00:05:10;8;6;1;0;0;0;0;0
Rio Claro;13/03/2023;3 - A - CAIXA ;33;00:17:12;7;6;3;5;5;5;2;0
Rio Claro;13/03/2023;4 - B - CAIXA PREFERENCIAL;9;00:07:38;6;0;1;1;1;0;0;0
Rio Claro;13/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:31;1;0;0;0;0;0;0;0
Rio Claro;14/03/2023;3 - A - CAIXA ;26;00:05:28;18;3;1;4;0;0;0;0
Rio Claro;14/03/2023;4 - B - CAIXA PREFERENCIAL;7;00:03:13;6;1;0;0;0;0;0;0
Rio Claro;14/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:01:26;1;0;0;0;0;0;0;0
Rio Claro;15/03/2023;3 - A - CAIXA ;27;00:06:56;16;3;4;1;3;0;0;0
Rio Claro;15/03/2023;4 - B - CAIXA PREFERENCIAL;10;00:04:31;6;3;1;0;0;0;0;0
Rio Claro;15/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:04;1;0;0;0;0;0;0;0
Rio Claro;16/03/2023;3 - A - CAIXA ;14;00:01:57;13;1;0;0;0;0;0;0
Rio Claro;16/03/2023;4 - B - CAIXA PREFERENCIAL;8;00:04:28;6;0;2;0;0;0;0;0
Rio Claro;16/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:01:01;1;0;0;0;0;0;0;0
Rio Claro;17/03/2023;3 - A - CAIXA ;24;00:02:12;22;1;0;1;0;0;0;0
Rio Claro;17/03/2023;4 - B - CAIXA PREFERENCIAL;11;00:01:56;10;1;0;0;0;0;0;0
Rio Claro;20/03/2023;3 - A - CAIXA ;31;00:05:40;17;9;3;2;0;0;0;0
