dia;peça;Medicao;Temperatura;Colaborador;Defeito?;Nome defeito
1;peca2;10.919557451913134;21.601943039188807;Homero;1;d1
2;peca2;10.951471045533852;19.811389269551523;Sófocles;1;d5
7;peca2;8.90760530897403;27.582706216746747;Sófocles;0;-
2;peca2;11.225523456362279;19.59137201673709;Homero;1;d3
3;peca2;9.359552576343074;26.11139595334824;Hesiodo;0;-
4;peca1;14.28249266591824;26.32971644238358;Homero;0;-
2;peca1;14.025983916687856;19.269512836186205;Sofocles;1;d6
5;peca1;14.895541724667908;24.93644507803521;Sófocles;0;-
7;peca2;9.033748349128773;26.910814783555512;Homero;0;-
1;peca1;13.953454571055868;22.076351717493953;Homero;1;d1
7;peca2;9.166248431403965;28.58989154974983;Hesiodo;0;-
6;peca2;8.99629732911278;28.573015072904184;Sófocles;0;-
7;peca1;14.89268456234818;26.48381757384148;Hesiodo;0;-
7;peca2;8.96008595613045;25.497610332649714;Homero;0;-
1;peca2;11.138903841192008;21.00332833948548;Sofocles;1;d1
6;peca2;8.971864800351664;25.749574649772676;Sófocles;0;-
2;peca2;11.04984663838001;20.368013049687193;Sófocles;1;d2
5;peca2;9.023429077089562;27.146382569171056;Sofocles;0;-
4;peca1;14.297938144818765;25.921667813648757;Sofocles;0;-
6;peca2;9.068615112141943;25.69620768376722;Sófocles;0;-
7;peca1;14.870335353680483;25.29429992817535;Hesiodo;0;-
6;peca2;9.069703006158171;26.603490640725294;Sofocles;0;-
4;peca1;14.264578679802348;23.57670891570682;Hesiodo;0;-
1;peca2;10.833728500344225;18.047437986163327;Homero;1;d1
4;peca1;14.241293773845962;23.93649269077538;Sófocles;0;-
7;peca1;14.88486364059224;26.229314758659203;Homero;0;-
5;peca1;14.926216213399673;26.329674258730368;Homero;0;-
1;peca2;10.96307587901245;19.18667926434307;Homero;1;d1
2;peca1;14.07553641828895;19.099768340976937;Sófocles;1;d2
7;peca2;8.898504060668602;26.911373301188377;Hesiodo;0;-
2;peca1;14.033511461031102;20.694703933829036;Hesiodo;1;d4
7;peca2;8.819011158437823;26.686831338254873;Hesiodo;0;-
2;peca1;14.150802231869356;18.345090095878277;Homero;1;d3
5;peca2;8.938385625066374;29.141160473759548;Hesiodo;0;-
5;peca1;14.899066565652602;28.031855141961735;Hesiodo;0;-
5;peca2;9.046454622315782;28.56737905887024;Homero;0;-
4;peca1;14.312888323748721;21.525464765977233;Homero;0;-
2;peca1;14.087852358873347;21.151592615802954;Hesiodo;1;d7
2;peca2;11.010838963786263;20.613861760380704;Hesiodo;1;d3
7;peca2;8.942111809424823;28.264295125878352;Sófocles;0;-
6;peca2;9.012381666578538;26.98539998526688;Hesiodo;0;-
7;peca1;14.882977998493022;28.031717299137824;Sofocles;0;-
5;peca1;14.90544662040914;26.522051923311466;Sofocles;0;-
2;peca1;13.955736961298948;19.942635071201394;Hesiodo;1;d4
4;peca1;14.30665016949928;23.16303756701999;Hesiodo;0;-
3;peca1;14.322475156163543;25.145757360161973;Sófocles;0;-
4;peca2;9.313324141454368;20.079518387927557;Homero;0;-
3;peca1;14.29181435443819;27.724329050849697;Sófocles;0;-
4;peca2;9.404200206866436;23.453389073878984;Homero;0;-
1;peca1;13.874730308421508;18.425282659457512;Hesiodo;1;d1
7;peca2;9.100736316420985;27.454288402255347;Sofocles;0;-
7;peca1;14.897167320189276;26.905584295417405;Homero;0;-
5;peca2;8.920062098382198;26.561851747631778;Hesiodo;0;-
6;peca2;9.139056291350885;25.377150601117183;Hesiodo;0;-
4;peca1;14.299495415483273;20.999020927333447;Sófocles;0;-
1;peca2;11.029932109575178;20.622356829900756;Homero;1;d1
7;peca2;9.141048555631544;28.117120514704535;Homero;0;-
4;peca2;9.653704755221527;22.496177310876327;Hesiodo;0;-
3;peca2;9.558566601076325;24.933868485733406;Sofocles;0;-
3;peca1;14.26227269950165;23.102370717453386;Homero;0;-
6;peca2;8.880115002032131;27.97583631500228;Homero;0;-
3;peca1;14.336965138841146;24.697293328430035;Sófocles;0;-
5;peca2;9.102111307849803;26.323401165516973;Hesiodo;0;-
7;peca2;8.872457725298919;25.84157678586503;Homero;0;-
5;peca1;14.915376559638583;27.755298070398478;Sófocles;0;-
7;peca1;14.837438391804225;26.632840149565023;Hesiodo;0;-
3;peca2;9.46227768725775;30.535206535981594;Hesiodo;0;-
6;peca2;9.030200775077434;26.137466913855658;Hesiodo;0;-
5;peca1;14.902064808897515;24.73434430303534;Sofocles;0;-
4;peca2;9.111480185944991;22.186469369731796;Sófocles;0;-
4;peca1;14.340760459439847;24.415060757491037;Hesiodo;0;-
1;peca2;11.111051677421344;19.70753996592879;Sofocles;1;d1
6;peca2;8.949769629117778;26.367529935653906;Sófocles;0;-
5;peca2;9.192864215110097;26.27495978636665;Hesiodo;0;-
1;peca2;10.947500781063194;19.29273866432417;Hesiodo;1;d1
3;peca1;14.26611514729978;27.18296280320181;Homero;0;-
2;peca1;13.871986327379462;19.53735202389689;Sofocles;1;d5
4;peca1;14.315615167795984;21.578625470965637;Hesiodo;0;-
7;peca2;8.848867362750948;27.228172452430222;Sófocles;0;-
5;peca1;14.93962043627279;27.468240854775228;Hesiodo;0;-
4;peca2;9.210965842435304;23.81056453319653;Sófocles;0;-
1;peca2;11.204259020737846;20.211379088329824;Sófocles;1;d1
2;peca2;11.079688428002752;17.629257527261366;Homero;1;d2
3;peca2;9.209604636491525;25.219462549141213;Hesiodo;1;d9
7;peca1;14.892331856455524;25.665852945467257;Sófocles;0;-
7;peca2;9.04397671835295;26.841735648833367;Sófocles;0;-
2;peca2;11.190063405601176;20.41589756789558;Hesiodo;1;d2
6;peca1;14.92047313552391;27.61452148418405;Homero;0;-
1;peca1;13.958246959973367;20.55832417468705;Hesiodo;1;d1
7;peca2;9.174071656070248;26.013631992375682;Homero;0;-
7;peca2;8.952391375535855;28.091718721429416;Hesiodo;0;-
7;peca1;14.920671342169834;27.314034101889735;Sófocles;0;-
7;peca1;14.882249538988917;26.811696231658818;Homero;0;-
2;peca2;10.96783745655406;16.710086871520705;Homero;1;d2
7;peca2;9.007272459755978;27.63083744941585;Homero;0;-
7;peca2;8.839911036766075;25.739252444199455;Hesiodo;0;-
5;peca1;14.905545047064088;29.39820108497529;Sofocles;0;-
3;peca1;14.350642770534307;26.046397171245992;Homero;0;-
6;peca2;9.024664690902927;26.310993537550516;Sofocles;0;-
2;peca2;11.015751762857303;18.848728702940626;Hesiodo;1;d7
3;peca1;14.313853526698116;22.640700702820617;Sófocles;0;-
5;peca2;8.991580155911684;26.30433033790385;Hesiodo;0;-
3;peca1;14.289230766453038;23.299850601093045;Sófocles;0;-
1;peca2;11.049757938516764;19.759357649114698;Homero;1;d1
5;peca2;9.097058039666987;27.02440432466934;Hesiodo;0;-
1;peca1;14.000885329611872;19.037800019404717;Sofocles;1;d1
1;peca1;14.000127538378035;19.47926271152902;Sófocles;1;d2
7;peca1;14.896329796214818;28.025825763390657;Homero;0;-
2;peca1;14.010965059377856;19.946466941498965;Hesiodo;1;d3
1;peca2;11.046842201169806;20.218466088934672;Hesiodo;1;d1
6;peca1;14.891914104489675;26.72881671661089;Sofocles;0;-
5;peca1;14.918085915926884;24.908145056141773;Sofocles;0;-
1;peca2;10.949023905424577;20.03013147875452;Hesiodo;1;d1
2;peca2;10.940544211979333;18.560917921951265;Homero;1;d4
2;peca1;13.903585005218169;20.262901993636923;Sófocles;1;d2
6;peca1;14.91165350431749;27.11379183418754;Sofocles;0;-
5;peca1;14.893337809540933;26.65043723472075;Sófocles;0;-
6;peca2;8.932121179236471;27.585391560397248;Sofocles;0;-
6;peca2;8.846428543355872;27.077352910407406;Sófocles;0;-
5;peca2;8.698220155966936;25.472272656859086;Sofocles;0;-
3;peca2;9.787955938830011;22.504690009481767;Hesiodo;0;-
4;peca2;9.628626513329927;20.596438439826716;Sófocles;0;-
3;peca2;9.744147003830829;26.385539549118725;Sófocles;0;-
3;peca1;14.274618986077662;24.791663791170947;Hesiodo;0;-
7;peca2;8.968718769615103;26.177623274812714;Sofocles;0;-
2;peca2;11.051084792039214;19.02166848392679;Homero;1;d7
1;peca2;10.843117092784356;19.898816613366343;Hesiodo;1;d2
2;peca1;14.10175304302978;18.091081681024157;Sófocles;1;d2
4;peca2;9.376649045769197;20.734446315709082;Hesiodo;0;-
6;peca2;8.849923995257532;27.757661420514147;Homero;0;-
6;peca1;14.878509992083659;26.775707167356526;Sófocles;0;-
2;peca2;11.014127812794309;20.503133369010833;Homero;1;d2
4;peca1;14.344191372107415;23.515448210651137;Sófocles;0;-
5;peca2;8.96583237203852;25.235788633520848;Hesiodo;0;-
7;peca1;14.88379286995013;27.07262546049052;Sófocles;0;-
2;peca2;11.055063967150312;19.01738661156566;Sófocles;1;d7
2;peca2;11.10365850566503;21.977131943286786;Sofocles;1;d2
4;peca2;9.609173323998407;24.00449034573414;Homero;0;-
5;peca1;14.897961521062022;27.052300314762952;Sófocles;0;-
6;peca1;14.905930668228086;27.547293870045422;Sófocles;0;-
4;peca2;9.759939866246272;26.762974361064995;Sofocles;0;-
2;peca1;14.029162299432995;19.54294815727252;Sofocles;1;d4
6;peca1;14.929586811354532;26.78879225891261;Sófocles;0;-
3;peca2;9.459243489964242;27.977547019605076;Hesiodo;0;-
4;peca1;14.277765867664911;22.425156206803056;Hesiodo;0;-
7;peca2;8.926726829371612;26.54976705062343;Sofocles;0;-
6;peca2;8.885091133226394;26.63926937805324;Hesiodo;0;-
1;peca2;11.16950150737608;20.474563320681142;Sofocles;1;d1
1;peca1;13.995592601536439;18.870589992374377;Sofocles;1;d1
5;peca2;8.92248339301373;28.064463207358546;Homero;0;-
5;peca1;14.88845844121352;27.817566381547483;Sofocles;0;-
4;peca2;9.457518425644896;28.02107634683683;Sofocles;0;-
6;peca2;9.139553347980415;27.620240943650085;Sófocles;0;-
6;peca1;14.881225029549931;28.213973927364183;Homero;0;-
3;peca2;9.581477510016043;26.748561874413177;Sofocles;0;-
1;peca2;11.244512975518942;19.316063618335352;Hesiodo;1;d1
7;peca2;9.044513285808646;25.317650483687625;Hesiodo;0;-
7;peca2;8.935547806746058;28.551792501047302;Homero;0;-
7;peca1;14.876585482395878;26.8731304119402;Homero;0;-
5;peca2;8.822430159036633;26.044266051319223;Sofocles;0;-
1;peca1;13.999377146236094;19.04943367286114;Homero;1;d2
2;peca2;11.007306414979855;19.656112513228376;Homero;1;d3
4;peca1;14.247924356936608;26.50516798526896;Hesiodo;0;-
2;peca1;14.03574467310902;22.099864519708515;Homero;1;d3
4;peca1;14.307860848596201;26.343174597809448;Hesiodo;0;-
5;peca2;8.939558637500548;25.128175732074652;Sofocles;0;-
4;peca1;14.307011514772672;23.98197577966416;Hesiodo;0;-
2;peca1;14.066986379978964;20.507329698942137;Sofocles;1;d3
5;peca1;14.893745537232416;27.32262551674736;Homero;0;-
3;peca1;14.310025619580859;28.52688622234725;Sófocles;0;-
5;peca1;14.895751788913438;26.00324326146615;Sofocles;0;-
1;peca1;14.02616357887898;20.07345216034731;Homero;1;d1
4;peca1;14.312226914282197;22.634884463195657;Sofocles;0;-
2;peca1;14.021364706150761;19.259490185846307;Hesiodo;1;d3
1;peca2;11.074832503076223;21.266772146238093;Homero;1;d1
7;peca2;9.001855691378855;25.18941869699209;Sofocles;0;-
2;peca1;13.922787160630067;19.440600575123746;Sófocles;1;d4
4;peca2;9.95135475758205;25.104979733787623;Sófocles;0;-
6;peca2;8.951268225789761;26.422510512639374;Homero;0;-
3;peca2;9.231681552573843;22.8312193646263;Sófocles;0;-
6;peca1;14.926882987454668;28.257813369784422;Homero;0;-
7;peca2;8.92517938328957;26.333427911703982;Hesiodo;0;-
5;peca2;9.048752932923263;28.21957967010582;Homero;0;-
4;peca1;14.277998999831123;24.72450164014127;Sofocles;0;-
2;peca1;14.085767056382414;19.869756605597267;Sófocles;1;d3
4;peca2;9.488706083852282;20.611917751362668;Sofocles;0;-
4;peca2;9.409298908523324;21.690432724666508;Sófocles;0;-
5;peca2;9.064782923775642;24.764924862405508;Sofocles;0;-
5;peca1;14.899193008308544;28.759569303819088;Homero;0;-
2;peca2;10.904975288454592;20.951705559945736;Sófocles;1;d5
3;peca1;14.376515595964635;24.421772446820384;Homero;0;-
6;peca2;8.932222201322668;27.72454908917764;Sofocles;0;-
3;peca2;9.724012867724708;24.642722923063236;Sofocles;0;-
4;peca2;9.32529359176534;24.046530835560233;Sofocles;0;-
3;peca1;14.328756549482177;22.06084441369613;Sófocles;1;d8
1;peca2;10.809718270994649;20.381143671098204;Sofocles;1;d1
1;peca1;13.992283646892998;19.365730283110473;Hesiodo;1;d1
1;peca1;14.094098062076386;21.266297132452717;Hesiodo;1;d1
5;peca1;14.892439194812633;26.42122063319162;Hesiodo;0;-
4;peca1;14.219694600002102;20.701102257054615;Homero;0;-
7;peca2;9.102391514601065;25.730213462528173;Sofocles;0;-
3;peca1;14.296272671979494;21.815469745128134;Sófocles;0;-
6;peca1;14.92060448567017;24.53211265437264;Sofocles;0;-
5;peca1;14.92678441614412;26.66386751449858;Sófocles;0;-
3;peca2;9.569038195520141;25.94449289878755;Sófocles;0;-
1;peca1;13.854293923101826;19.486481728850656;Sófocles;1;d1
4;peca1;14.28560650502136;22.68071024866571;Hesiodo;0;-
6;peca2;9.070478005325267;25.576658752605315;Hesiodo;0;-
4;peca1;14.282280593267505;24.991028653367366;Sofocles;0;-
4;peca1;14.34021035027832;24.582394224426988;Sófocles;0;-
2;peca1;13.86032303075913;21.456160365362937;Sófocles;1;d2
4;peca1;14.254716480673588;22.18739310726638;Sofocles;0;-
6;peca2;9.122196715766133;26.83995092641197;Hesiodo;0;-
6;peca1;14.92521895622032;25.07153357415158;Sófocles;0;-
7;peca1;14.907600373471851;26.00963772398342;Hesiodo;0;-
7;peca1;14.930101986959023;28.60625033401937;Homero;0;-
1;peca2;10.999629128791122;21.104139672128472;Hesiodo;1;d1
7;peca2;9.014537720214664;25.548464386844554;Sofocles;0;-
4;peca2;9.511250310018855;22.695655606010153;Sófocles;0;-
7;peca1;14.929710385812301;25.465909769908528;Sofocles;0;-
7;peca1;14.913292006173702;27.66600761270773;Sofocles;0;-
5;peca2;8.92292190431224;26.314185178556055;Sofocles;0;-
6;peca2;8.889095457846684;27.129096808365226;Sófocles;0;-
7;peca1;14.875832295398453;27.766554197485107;Sófocles;0;-
3;peca2;9.654780460471054;25.27658609443197;Hesiodo;0;-
5;peca2;9.010286999047763;25.091489337558727;Sofocles;0;-
4;peca1;14.337452164745601;25.4424020884142;Sófocles;0;-
7;peca1;14.889811481017343;27.828863334973473;Hesiodo;0;-
4;peca2;9.422609207120201;24.130453615805912;Homero;0;-
2;peca2;11.114957362396611;18.629335090915394;Hesiodo;1;d4
5;peca2;9.060673969587791;25.996489418654967;Sófocles;0;-
7;peca1;14.887608866095013;26.841525773267744;Homero;0;-
5;peca2;8.93442507871802;27.48579042590864;Sófocles;0;-
6;peca1;14.889038606035546;26.078828776923075;Sofocles;0;-
2;peca2;11.069759950765825;20.185528684165988;Sofocles;1;d7
3;peca1;14.331233508895888;25.725629773435692;Homero;0;-
5;peca2;9.086497020018806;27.764160547143337;Sófocles;0;-
5;peca1;14.879697580680503;29.39249876403768;Homero;0;-
1;peca1;14.002692700241695;18.387023158765423;Sófocles;1;d1
4;peca2;9.891579520665815;23.17012232644046;Hesiodo;0;-
6;peca1;14.86136109958939;26.320213749103093;Sofocles;0;-
6;peca2;8.8453908574458;27.13751380407909;Hesiodo;0;-
2;peca1;13.978166761039533;20.523702377884728;Sofocles;1;d4
6;peca1;14.90198559676246;27.6249775371379;Hesiodo;0;-
5;peca2;9.27821081289698;26.307862651035965;Homero;0;-
1;peca1;14.057387191743668;19.76909734677652;Sofocles;1;d2
5;peca2;9.038833590933011;27.325977899807338;Sófocles;0;-
1;peca1;14.20920681326995;20.30333476932119;Homero;1;d2
6;peca1;14.882079664929892;27.550834595308462;Sofocles;0;-
2;peca2;11.107045939002914;19.06602355307693;Sófocles;1;d2
6;peca1;14.91459204837265;27.808931715192717;Sófocles;0;-
4;peca1;14.251545131765582;25.29107189222872;Hesiodo;0;-
6;peca2;9.141145950279459;25.147010174412113;Hesiodo;0;-
1;peca1;14.005811269918617;20.38926449483277;Hesiodo;1;d1
3;peca1;14.336051603513447;24.89613738009667;Hesiodo;0;-
2;peca1;13.906702475998536;18.334750688983036;Sofocles;1;d3
5;peca2;8.956462385970728;26.9950809734665;Hesiodo;0;-
2;peca2;10.978810762231792;21.631251912523624;Sófocles;1;d2
7;peca1;14.90398113327524;27.255525114764485;Hesiodo;0;-
1;peca2;11.079326277620794;20.08945847199851;Hesiodo;1;d2
3;peca2;9.349679703361858;28.241670142865267;Sófocles;0;-
4;peca2;9.59407489825038;23.846640348738028;Sofocles;0;-
7;peca1;14.896181839821102;27.983036263154904;Sofocles;0;-
7;peca2;8.829687545883386;27.26510984662654;Sófocles;0;-
4;peca2;9.702265379806056;23.13994212258725;Homero;0;-
2;peca2;11.141945990984148;18.959230250223396;Homero;1;d7
3;peca2;9.195807714199239;23.225515165830828;Hesiodo;0;-
7;peca2;8.981479729283263;27.330207600629954;Hesiodo;0;-
1;peca1;14.038463069795233;19.025983279112562;Sofocles;1;d1
3;peca2;9.441746940670388;26.038023115788334;Sofocles;0;-
3;peca1;14.268452748078863;19.776750533740703;Hesiodo;0;-
3;peca2;9.24201410946354;24.32689722761852;Homero;0;-
5;peca2;8.954061725398622;25.54762440524762;Sofocles;0;-
1;peca1;13.99353900617735;18.964154388327305;Homero;1;d1
1;peca1;14.224307326687352;19.876540888613647;Sófocles;1;d1
6;peca2;8.849739973532877;29.714807751210262;Sófocles;0;-
5;peca1;14.897947301746157;27.611143979454656;Sófocles;0;-
5;peca1;14.912118417324345;26.377112637166686;Hesiodo;0;-
2;peca2;11.14640309677428;19.51363430299906;Homero;1;d2
5;peca2;9.09062958810372;27.344574199032344;Hesiodo;0;-
2;peca2;11.134484579753984;20.87509017935399;Sofocles;1;d2
7;peca2;8.913477613400653;26.556017282280333;Homero;0;-
5;peca2;8.937156413629756;27.023440929550084;Hesiodo;0;-
3;peca1;14.246744770885535;27.1832243779171;Sófocles;0;-
1;peca1;13.853962471371563;18.11146404875669;Hesiodo;1;d1
6;peca2;8.991438062810214;25.888256671068657;Sófocles;0;-
6;peca1;14.864827785367144;26.23660578842405;Sofocles;0;-
1;peca1;13.859131255046496;19.913646169135863;Homero;1;d1
1;peca2;11.09181812236277;20.448633572676023;Sofocles;1;d1
3;peca1;14.2773844397372;22.746309358530286;Hesiodo;0;-
6;peca1;14.868223828993383;28.285257491579728;Sofocles;0;-
2;peca2;11.08910086237505;20.80365769078731;Sófocles;1;d3
4;peca1;14.30894653538328;23.266039544076573;Homero;0;-
2;peca2;10.95771967648283;21.114364249833134;Hesiodo;1;d2
2;peca2;11.098772690969703;20.9125568715462;Sófocles;1;d2
6;peca1;14.891031104766968;28.77353320947399;Sofocles;0;-
2;peca2;10.970741905124036;20.03859870393631;Homero;1;d3
6;peca2;9.028099709624836;26.850374771848923;Sófocles;0;-
7;peca2;9.096176104636314;27.79951220208775;Sofocles;0;-
4;peca1;14.309004088744539;22.466787366638215;Sofocles;0;-
7;peca1;14.934854107275282;26.32331794396376;Sófocles;0;-
7;peca1;14.890141629014755;27.6333711223366;Sofocles;0;-
5;peca2;8.909963134145173;27.173053307147264;Hesiodo;0;-
2;peca1;14.000398601567948;19.90355470358164;Hesiodo;1;d3
6;peca2;9.13066403150919;27.589808644485274;Sófocles;0;-
2;peca1;14.003880432590286;17.17501922150512;Sofocles;1;d2
1;peca1;13.935628876284882;18.613070837071856;Hesiodo;1;d1
7;peca1;14.93547028056106;26.863791472485392;Sofocles;0;-
3;peca1;14.291227790339972;25.796381178363415;Sófocles;0;-
7;peca1;14.872043993660606;26.566273692480788;Sófocles;0;-
3;peca2;9.642888383366975;24.642369132782473;Sofocles;0;-
1;peca2;11.02538739860454;20.71079172978188;Sófocles;1;d1
5;peca1;14.915544958227745;26.981115473491773;Sofocles;0;-
1;peca2;11.087255904883234;19.3690299195043;Sófocles;1;d1
2;peca1;13.98046142419762;21.978515913065564;Sofocles;1;d2
2;peca2;11.023019233290075;19.63466603723097;Sofocles;1;d4
5;peca2;8.972802410558174;26.79202376374473;Homero;0;-
3;peca2;9.532138026462924;28.863744611561536;Hesiodo;1;d9
4;peca1;14.273817920407707;20.444553060532936;Hesiodo;0;-
7;peca1;14.915696493229511;26.317900783953952;Sófocles;0;-
2;peca1;14.102962207927174;19.327474319788227;Sofocles;1;d4
2;peca2;10.948237866761104;19.37054229796797;Hesiodo;1;d5
5;peca2;8.905188766881054;26.843343176554292;Hesiodo;0;-
3;peca2;9.686780007352887;24.185765054795283;Hesiodo;0;-
1;peca1;14.144983600776944;20.048501225716365;Sófocles;1;d1
5;peca2;8.943862725779832;27.746615788969176;Homero;0;-
1;peca2;11.068105053309264;18.810135593971236;Homero;1;d1
5;peca2;8.911597111660582;26.777088733736473;Sófocles;0;-
3;peca2;9.51410585220539;23.34899523790089;Homero;0;-
3;peca1;14.313063754275193;23.769193929216705;Sófocles;0;-
7;peca2;8.912683336770025;27.337123742397598;Hesiodo;0;-
3;peca2;10.150021525635486;24.836405031843704;Homero;0;-
3;peca1;14.303542204686885;22.30652376579381;Sófocles;0;-
6;peca2;9.112542713532514;27.05901311370469;Homero;0;-
5;peca1;14.882270458383989;27.49240012260065;Hesiodo;0;-
2;peca2;11.166030930208002;21.09470190196192;Sofocles;1;d3
1;peca2;11.208080934771605;20.949974621748925;Hesiodo;1;d1
6;peca1;14.905776484067488;26.509908677251197;Sófocles;0;-
5;peca1;14.892663844426666;26.58543891871355;Sofocles;0;-
2;peca1;13.978356492978229;19.38291393180432;Sofocles;1;d3
2;peca1;14.171510600236846;23.187224053627496;Sófocles;1;d4
1;peca1;13.974383494630267;17.657338477195033;Sofocles;1;d2
7;peca1;14.881003793172301;26.9752603303182;Sófocles;0;-
4;peca2;9.573467263258843;26.0161146221508;Homero;0;-
3;peca1;14.30573101047001;21.073971478550195;Sófocles;0;-
1;peca1;14.07474282747271;19.630649507868576;Homero;1;d1
2;peca2;10.940489826509033;19.10311348009979;Sofocles;1;d3
2;peca1;14.038286597792057;18.305436574756083;Sofocles;1;d3
4;peca2;9.49833546688751;23.969492801966055;Homero;0;-
3;peca1;14.272606812848592;25.19974988966324;Homero;0;-
3;peca2;9.35984021223205;27.58080225913409;Sofocles;0;-
6;peca2;8.726642467488377;27.12800573086089;Homero;0;-
6;peca1;14.90341386784906;26.48421873017005;Sófocles;0;-
6;peca1;14.931792344786725;28.23815207044034;Hesiodo;0;-
4;peca1;14.303291213795246;22.146384571496252;Homero;0;-
3;peca1;14.374701276224993;29.797114634613106;Homero;0;-
5;peca2;8.956194700249135;27.426779264091294;Sófocles;0;-
4;peca2;9.918313866828107;21.481935477908458;Sofocles;0;-
3;peca1;14.327686322960506;24.664087132922027;Homero;0;-
1;peca1;13.942918026968393;19.516547248505518;Sofocles;1;d1
4;peca2;9.376947464266522;23.7740050567643;Hesiodo;0;-
3;peca2;9.256513714732478;24.096668174411796;Homero;0;-
6;peca1;14.895249658458672;27.45888332850621;Sofocles;0;-
1;peca2;10.986728125004419;18.3867190901642;Homero;1;d1
4;peca2;9.332103094541598;25.45140655191477;Hesiodo;0;-
2;peca2;10.942776198007095;18.807936673293888;Sófocles;1;d7
1;peca1;14.039785807271462;20.884190985152948;Sófocles;1;d2
6;peca1;14.886495290453082;27.26245902708875;Homero;0;-
4;peca1;14.29427305728023;21.507461074168216;Homero;0;-
4;peca1;14.278782767662445;25.50103518806248;Sofocles;0;-
6;peca1;14.927410736364214;25.639644575325157;Sofocles;0;-
5;peca1;14.905216845105272;26.624667283294954;Sófocles;0;-
4;peca2;9.49220585645018;23.4470642654332;Sofocles;0;-
6;peca2;8.765152471840697;26.77659124390277;Sófocles;0;-
4;peca2;9.594725676257346;22.54680919131323;Homero;0;-
4;peca2;9.43232535629193;22.334657959079262;Hesiodo;0;-
1;peca1;13.947605420210618;20.10079152017245;Sófocles;1;d1
6;peca1;14.891046678616195;28.54259927956328;Sófocles;0;-
1;peca1;13.947938336210964;21.262450264098753;Homero;1;d2
1;peca2;11.01892224882885;20.26342839471681;Sofocles;1;d2
7;peca1;14.920282811794332;27.219166975133827;Sofocles;0;-
3;peca1;14.309671738876887;22.24639975083674;Homero;0;-
1;peca2;10.8338815299794;18.6016671483851;Sofocles;1;d1
7;peca1;14.87070575411342;28.036818614926574;Homero;0;-
3;peca2;9.596887054065979;24.189426132517376;Homero;0;-
1;peca1;13.960966541281628;19.63848426615705;Sofocles;1;d1
4;peca1;14.253560412979883;24.948399860529772;Sofocles;0;-
2;peca1;14.108980285643877;19.893659407277774;Sofocles;1;d3
7;peca2;8.996262000940991;28.325351595708938;Homero;0;-
1;peca2;10.942720933432206;21.042090427437348;Sófocles;1;d1
4;peca2;9.54803336335725;26.4501653017682;Sofocles;0;-
4;peca2;9.485600600287558;23.610923548156002;Homero;0;-
7;peca2;9.034730758622285;26.92441417642203;Hesiodo;0;-
7;peca1;14.891577918589109;25.786074991069867;Sófocles;0;-
5;peca2;8.947014586900284;27.900305935904974;Homero;0;-
7;peca1;14.891860177047423;27.693903242310288;Hesiodo;0;-
6;peca1;14.87990741948248;25.970068769864966;Homero;0;-
1;peca1;13.919890107125926;20.992233393470173;Sofocles;1;d1
7;peca1;14.891214468443335;25.793528358057358;Sofocles;0;-
1;peca2;11.082328859715444;19.65825545211758;Hesiodo;1;d2
4;peca1;14.337717802760682;21.62556938798348;Sófocles;0;-
5;peca1;14.910975048892878;28.326958161576886;Homero;0;-
2;peca1;13.958149957326142;19.049578673170938;Homero;1;d6
5;peca1;14.922116372559985;27.032150947039916;Sófocles;0;-
6;peca2;9.003064300380625;27.59922386679158;Homero;0;-
7;peca1;14.900678428815489;28.176472392302816;Hesiodo;0;-
3;peca1;14.299509345596707;21.01146071027352;Homero;0;-
6;peca2;9.097893498345734;26.422595846277776;Sófocles;0;-
7;peca2;9.133094542932866;28.207005099457415;Sofocles;0;-
3;peca1;14.277745835101326;25.54976173086587;Sófocles;0;-
1;peca2;11.183015411149237;19.417372127243333;Hesiodo;1;d1
3;peca1;14.271254835354842;29.311714054364643;Sófocles;1;d9
2;peca2;11.031087159276922;22.289455603614627;Hesiodo;1;d4
6;peca1;14.918756635230414;27.269419868795524;Homero;0;-
6;peca2;8.98284860985986;27.217952274501073;Sófocles;0;-
4;peca1;14.337604259684023;22.80405316899182;Sófocles;0;-
6;peca1;14.901564682495236;27.610194213426947;Hesiodo;0;-
5;peca2;8.883154804487788;27.20029432311901;Hesiodo;0;-
4;peca2;9.534856749518172;22.732904111887123;Sofocles;0;-
1;peca1;14.023266085519795;19.4141314778937;Hesiodo;1;d2
4;peca1;14.338762156561513;17.347795153008136;Hesiodo;0;-
2;peca2;11.076968544272278;19.827866992941587;Homero;1;d3
3;peca1;14.363291100295498;24.1666939716505;Homero;0;-
7;peca2;9.000794141061577;25.730175639572014;Sófocles;0;-
3;peca1;14.29012480863823;20.977062882133016;Homero;1;d8
5;peca2;9.108309766012749;26.51428160648845;Sofocles;0;-
1;peca1;13.909217354984692;20.526382585253007;Hesiodo;1;d1
4;peca2;9.500278200347706;24.37449590179792;Sofocles;0;-
1;peca2;11.061377471238304;17.791807466367374;Sofocles;1;d1
3;peca1;14.2872210243159;24.341142800781526;Homero;0;-
5;peca1;14.90316273956414;27.670973115985664;Sófocles;0;-
4;peca1;14.2722537700768;26.551529404108006;Hesiodo;0;-
3;peca1;14.268974522841662;27.371006823696533;Sofocles;0;-
1;peca1;13.97122577113315;19.883099551595894;Sófocles;1;d1
2;peca2;11.045765291997467;21.15444255791139;Hesiodo;1;d3
